"","ID","x","y","BIOME.Name"
"269",269,-60.75,-6.08333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"270",270,-95.5833333333333,17.75,"Tropical & Subtropical Moist Broadleaf Forests"
"271",271,19.4166666666667,-1.41666666666666,"Tropical & Subtropical Moist Broadleaf Forests"
"272",272,110.916666666667,-1.08333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"273",273,-2.75,7.25,"Tropical & Subtropical Moist Broadleaf Forests"
"274",274,92.9166666666666,23.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"275",275,12.25,7.25,"Tropical & Subtropical Moist Broadleaf Forests"
"276",276,111.75,-0.416666666666657,"Tropical & Subtropical Moist Broadleaf Forests"
"277",277,-75.5833333333333,1.41666666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"278",278,-66.4166666666667,-14.9166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"279",279,-69.25,-1.25,"Tropical & Subtropical Moist Broadleaf Forests"
"280",280,-73.9166666666667,18.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"281",281,-57.75,-1.75,"Tropical & Subtropical Moist Broadleaf Forests"
"282",282,-54.4166666666667,2.75,"Tropical & Subtropical Moist Broadleaf Forests"
"283",283,-97.4166666666667,20.25,"Tropical & Subtropical Moist Broadleaf Forests"
"284",284,-69.25,-8.91666666666666,"Tropical & Subtropical Moist Broadleaf Forests"
"285",285,49.4166666666667,-16.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"286",286,145.25,-4.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"287",287,95.25,26.0833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"288",288,-54.5833333333333,-23.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"289",289,48.75,-18.25,"Tropical & Subtropical Moist Broadleaf Forests"
"290",290,97.0833333333333,24.4166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"291",291,13.25,-3.75,"Tropical & Subtropical Moist Broadleaf Forests"
"292",292,111.583333333333,-2.91666666666666,"Tropical & Subtropical Moist Broadleaf Forests"
"293",293,-49.75,-27.75,"Tropical & Subtropical Moist Broadleaf Forests"
"294",294,109.583333333333,28.4166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"295",295,-95.0833333333333,16.9166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"296",296,76.4166666666666,11.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"297",297,-45.75,-2.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"298",298,136.75,-3.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"299",299,-73.25,-5.41666666666666,"Tropical & Subtropical Moist Broadleaf Forests"
"300",300,138.916666666667,-7.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"301",301,103.25,-0.583333333333329,"Tropical & Subtropical Moist Broadleaf Forests"
"302",302,-61.0833333333333,-5.75,"Tropical & Subtropical Moist Broadleaf Forests"
"303",303,84.4166666666666,20.4166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"304",304,-64.9166666666667,-2.75,"Tropical & Subtropical Moist Broadleaf Forests"
"305",305,-90.0833333333333,15.0833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"306",306,123.75,12.4166666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"307",307,32.9166666666667,3.91666666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"308",308,-1.75,4.91666666666667,"Tropical & Subtropical Moist Broadleaf Forests"
"309",309,-70.5833333333333,-13.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"310",310,-50.0833333333333,-5.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"311",311,106.083333333333,23.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"312",312,-71.75,-11.0833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"313",313,102.083333333333,-1.58333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"314",314,-51.75,-25.5833333333333,"Tropical & Subtropical Moist Broadleaf Forests"
"315",315,146.75,-6.08333333333333,"Tropical & Subtropical Moist Broadleaf Forests"
